name,detailed_info,address,tags
넓은 들 학원 농장,"학원농장은 2023년 3월 현재 운영자 진영호의 부친 전 국무총리 진의종씨와 모친 이학 여사가 1960년대 초반 고창군 서남부 미개발 야산 10여만평을 개발하면서 시작되었다. 농장 이름은 이 지역의 옛 지명 ‘한새골’ 에서 유래하는데, 여기서 ‘한새’ 는 이 지역에 많이 서식하는 백로, 왜가리 등을 이르는 말로 주 설립자인 이학 여사의 이름자 ‘학’ 과 이미지가 같아 들을 뜻하는 한자어 ‘원’ 과 합쳐 ‘학의 들’ 이라는 뜻에서 ‘학원농장’ 이라 하였다. 60년대에는 오동나무, 삼나무 등을 식재하는 한편 뽕나무를 식재하여 양잠을 하였고 70년대에는 목초를 심어 한우비육을, 80년대에는 수박, 땅콩 등을 재배하며 땅을 일구었다. 1992년 5월, 현재의 운영자인 진영호씨가 귀농하여 밭작물은 생력농사라 할 수 있는 보리와 콩으로 전환하고 5,000평에 이르는 첨단 비닐하우스에서 화훼 재배를 하는 한편 관광농원을 인가받아 농촌 관광 사업을 시작하게 되었다. 일손을 덜기 위해 시작한 보리농사가 광활한 구릉지의 자연경관과 어울려 많은 관광객이 오기 시작하였고 이에 힘입어 가을 농사도 경관이 아름다운 메밀로 바꾸고 해바라기와 코스모스도 추가하면서 농촌 관광 사업은 활기를 띄게 되었다. 학원농장 부지 약 15만평중 약 13만평은 농지이며 나머지는 소나무숲, 대밭, 잡목 숲, 과수원과 약간의 대지로 구성되어 있으며 농지에서는 겨울작물로 보리, 여름작물로 메밀을 주로 재배하며 일부의 농지에 해바라기와 코스모스등을 경관용으로 재배하고 계절에 따라 봄에는 청보리밭축제, 여름 해바라기 꽃잔치, 가을 메밀꽃잔치등 다양한 축제와 이벤트를 진행하고 있다. ◎ 한류의 매력을 만나는 여행 정보 - 드라마 <이번 생도 잘 부탁해>청보리밭으로 유명한 농장으로 현재는 청보리뿐만 아니라 메밀, 해바라기, 코스모스 등 다양한 경관 작물을 재배해 계절별로 설레는 풍경이 펼쳐진다. 반지음이 전생에서 아이를 잃고 한없이 달리다 하얀 메밀꽃밭에 이르러, 힘든 순간들은 흘러가고 자신은 어딘가에 도착해 다시 살아갈 수 있을 거라고 생각한 곳이다.",전북특별자치도 고창군 공음면 학원농장길 150 카페 넓은 들,"['#고창가볼만한곳', '#고창군', '#보리밭', '#음식', '#전북']"
고창갯벌오토캠핑&글램핑장,"고창 갯벌 야영장은 세계 프리미엄 갯벌 생태지구 시설 내에 있으며, 다양한 편의 시설과 람사르 고창 갯벌센터와 함께 자리 잡고 있다. 탁 트인 넓은 광장에 주꾸미 놀이터, 물놀이장, 트램펄린 외 체육시설, 바람개비 산책길, 자전거 도로 등이 설치되어 있어 어린이들이 뛰어놀고 체험하기에 좋은 캠핑장이다. 바로 옆에 있는 람사르 고창 갯벌센터에서는 갯벌 전시관 관람은 물론 각종 교육 프로그램과 조개잡이 등의 체험 프로그램이 마련되어 있다.",전북특별자치도 고창군 심원면 두어1길 55-25 ,"['#가족캠핑', '#갯벌체험', '#고창군캠핑장', '#레포츠', '#아이랑가기좋은', '#일몰명소', '#전북특별자치도캠핑장', '#편리한글램핑']"
고창 무장현 관아와 읍성,"무장읍성은 1417년 무장진의 병마사에 마을을 다스리는 기능을 주어 무장진 병마사 김노가 쌓은 길이 약 1.2km의 평지성이다. 읍성의 남문인 진무루는 앞면 3칸·옆면 2칸의 2층 건물이며, 동문터도 잘 남아 있다. 성 주위를 둘러싼 물길인 해자는 폭 4m·길이 574m 정도로 그 흔적만 남아있다. 성 안의 건물로는 객사·동헌이 있다. 『문종실록』에 의하면 읍성의 둘레는 1,470척(약441m)·높이 7척(약2m)이며, 해자의 둘레는 2,127척(약638m)이고 문은 2개가 있으며, 성의 규모를 넓혀야 한다고 기록되어 있다. 그동안 흙으로만 축조된 토성으로 알려져 왔던 이 성이 공사 때 성벽 동쪽 끝부분의 단면이 드러났었는데 성곽일부가 흙과 돌을 섞어서 축조된 것임이 밝혀졌다. 1915년에 발견된 「무장읍지」에 의하면 조선 태종 17년(1417) 병마사 김저래가 여러 고을의 백성과 승려 등 주민 20,000여명을 동원하여 그해 2월부터 5월까지 만 4개월 동안에 축조했다고 전한다. 한편 1894년 일어났던 동학 농민혁명은 이곳 무장읍성에서 맨 처음 봉기하였던 역사의 현장이기도 하다. 무장읍성은 조선시대 옛 읍성의 모습을 연구하고 살피는데 중요한 자료가 된다. ",전북특별자치도 고창군 무장면 무장읍성길 45 (무장면),"['#가족여행', '#고창여행', '#관광지', '#문화관광해설사', '#사적', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사이야기', '#역사탐방', '#역사탐험']"
파머스힐캠핑장,"파머스 글램핑은 전라북도 고창군에 위치하고 있으며 상하 농장에서 운영하고 있다.수영장, 스파시설, 상하 농장 체험, 양떼목장체험 등 다양한 놀 거리와 볼거리가 준비되어 있다.자연 속의 휴식공간이라는 콘셉트에 맞게 휴식을 위한 다양한 시설들을 이용할 수 있다. 반려견 입실 가능한 글램핑 시설이 있으며 추가금액이 발생한다. ",전북특별자치도 고창군 상하면 상하농원길 11-23 ,"['#고창글램핑', '#고창캠핑장', '#레포츠', '#상하농원', '#팜스테이']"
동호해수욕장,"동호해수욕장은 길게 펼쳐진 백사장으로 유명한 곳이다. 4km 이상 펼쳐진 모래사장은 모래발이 가늘고 경사가 완만하여 여름철 많은 피서객이 방문한다. 수심 또한 0.5~1.5m로 아이들이 물놀이를 즐기기에 적당하고, 백사장 뒤로 수백 년 된 소나무 숲이 장관을 이루고 있다.소나무가 만들어내는 그늘은 한여름에도 시원한 바람이 불어 좋은 휴식처가 된다. 이곳에서 바라보는 서해의 낙조가 특히 아름다움을 자아낸다. 또한, 소나무숲 위의 언덕에는 고창의 유일의 해신당인 당집이 있어서 해마다 어민들이 풍어를 기원하는 제사를 올리고 있다.",전북특별자치도 고창군 해리면 동호리 712,"['#가볼래터', '#가족여행', '#관광지', '#동호해수욕장', '#여름가볼만한곳', '#여름여행', '#여름피서지', '#여행구독', '#연중무휴', '#자연', '#자연속으로', '#전라권', '#휴식공간', '#휴식하기좋은곳']"
뭉치네풍천장어전문,"선운사 입구에 위치한 한식당으로 고창의 명물인 장어구이와 산채비빔밥, 도토리묵 등의 메뉴가 있고 직접 채취한 산나물로 만든 산채비빔밥이 인기이다.",전북특별자치도 고창군 아산면 중촌길 13 ,"['#가족외식추천', '#고창맛집', '#데이트코스', '#맛집', '#뭉치네집', '#비주얼맛집', '#산채비빔밥', '#연중무휴', '#음식', '#전라권', '#채식메뉴보유', '#풍천장어']"
거북선숯불풍천장어		,거북선 숯불 풍천 장어는 전라북도 고창군 상하면에 위치한 장어 전문점으로 거북선을 닮은 건물로 유명하다. 심지어 건물 천장이 뚜껑처럼 열려 환기를 할 때마다 볼거리를 제공한다. 홀이 넓고 테이블이 많아 단체 손님이나 크고 작은 모임도 수용이 가능하다. 고창 특산품인 풍천 장어를 숯불로 초벌구이를 해서 손님상에 올리며 셀프바도 이용할 수 있다. 창 너머 펼쳐진 바다를 바라보며 식사할 수 있고 식사 후에는 바다 체험도 할 수 있다. 숙박이 가능한 별채를 따로 운영 중이다.,전북특별자치도 고창군 상하면 고리포길 199 ,"['#1박2일촬영식당', '#거북선숯불풍천장어', '#고창가볼만한곳', '#고창거북선장어', '#고창맛집', '#고창장어맛집', '#고창풍천장어', '#음식']"
구시포노을캠핑장,"가족 및 연인들을 위한 구시포노을캠핑장은 전북 고창군 상하면 구시포안길 38에 위치하고 있다. 정해진 사이트는 없으며 예약 후 선착순 입장이다. 총 45면으로 운영하고 있다. 바닷가 바로 옆에 위치하고 있어 해수욕, 갯벌체험, 바다낚시가 가능하다. 주변 관광지로는 명사십리, 구시포해수욕장, 계마항, 법성포 등이 있다.",전북특별자치도 고창군 상하면 구시포안길 38 ,"['#고창캠핑장', '#구시포캠핑장', '#레포츠', '#바다낚시', '#바다캠핑', '#여름물놀이', '#해수욕']"
금단양만 / 금단양만식당,전북 고창 풍천장어마을의 금단양만은 보양식으로 장어를 즐기려는 사람들의 발길이 끊이지 않는 곳이다. 우리나라 최초의 셀프 장어집으로 바로 옆으로 매장을 확장 이전했다. 손님들은 이곳에서 직접 기른 풍천장어를 1층 장어 판매장에서 사서 2층으로 올라가 직접 장어를 구워 먹는다. 장어는 기본 1kg 단위로 판매하며 2층에는 식당과 함께 카페가 있다. 고소한 장어를 즐기며 바라보는 고창의 갯벌과 바다 건너 변산반도 전경 또한 일품이다. 노을 명소로 유명해 시간에 맞춰 가면 아름다운 노을을 감상하며 식사를 즐길 수 있다.  ,전북특별자치도 고창군 심원면 검당길 51-10 ,"['#고창맛집', '#노을맛집', '#민물장어', '#셀프장어집', '#오션뷰맛집', '#음식', '#장어구이', '#장어맛집', '#풍천장어']"
고창CC,"9홀의 바다 코스, 9홀의 푸른 코스(정규코스), 3홀의 하늘 코스 총 21홀의 코스로 이루어져 있는 골프장이다. 바다에 인접한 점을 최대한 활용하여 탁 트인 코스 경관과 해수를 끌어들인 자연적인 워터 해저드, 푸르른 송림을 타고 불어오는 서해의 시원한 바닷바람 등 자연환경을 최대한 살려 골퍼들에게 편안한 코스를 제공하는 곳이다. ",전북특별자치도 고창군 심원면 애향갯벌로 70 ,"['#21홀', '#고창', '#골퍼', '#골프', '#골프장', '#레포츠', '#바다골프장', '#서해바다', '#탁트인경관']"
고창해변승마클럽 휘게팜,"고창해변승마클럽은 대한민국 전북 고창에 위치한 해변에서 해변승마를 즐길 수 있는 외승전문 승마장이다. 이 클럽은 말을 타고 아름다운 해변을 따라 산책하며 자연을 느낄 수 있는 특별한 경험을 제공한다. 고창 해변은 한국의 서해안에 위치하고 있어 멋진 해안 풍경과 상쾌한 바다에서 승마를 즐길 수 있는 곳으로 유명하고 전문적인 안내자들이 안전하게 승마를 즐길 수 있도록 도와주며, 다양한 프로그램과 코스를 제공하여 방문객들에게 즐거운 경험을 준다.",전북특별자치도 고창군 상하면 명사십리로 282-7 ,"['#고창', '#고창가볼만한곳', '#레포츠', '#승마']"
두암초당,"두암초당은 전북특별자치도 고창읍 영모정 마을의 뒷산에 병바위 절벽에 자리한 한옥 건축물이다. 병바위 일대에는 소반바위, 전좌바위가 있는데 두암초당은 소반바위 중턱 깎아진 절벽 아래에 자리하였다. 절벽과 한그림 같은 경치를 선사하며 보는 각도에 따라 다른 모습을 하고 있어 다채롭게 구경하는 재미가 있다. 또한 어떻게 이런 곳에 정자를 지었는지, 오래도록 유지가 되고 있는지 신기함이 느껴지는 곳이다. 산책로가 있어 정자 가까이에 접근할 수 있다. 다만 둘레길 코스 중 하나여서 도보여행하기엔 적합하지만 주차공간은 마땅치 않으니 참고해야 한다.",전북특별자치도 고창군 아산면 영모정길 88 ,"['#고창가볼만한곳', '#고창여행지', '#문화시설', '#사찰여행']"
주진천(고창),"주진천은 고창군 성송면 노령산맥 기슭에서 발원하여 북쪽으로 흐르며 고창군을 가로질러 심원면과 부원면의 경계부에서 서해로 흘러드는 하천이다.이 하천은 원래 인천강이라고 하다가 1911년에 행정구역을 개편하면서 배가 드나들었던 곳이라는 의미에서 [주진]으로 바뀌었다. 유로를 살펴보면 발원지인 노령산맥을 내려와 고창군의 평야 및 구릉지대를 관통한 뒤 선운산 산악지대를 S자로 관통하여 서해 줄포만 갯벌에서 끝난다. 주요 지류로는 성송천, 무장천, 고수천, 고창천, 운곡천 등이 있어 고창군 중부, 남부, 동부 지역 대부분이 이 하천의 유역이라 할 수 있다. 또한 이 하천에서는 고창의 명물인 풍천장어가 낚이기도 한다. 그리고 지류인 운곡천에는 운곡저수지와 함께 운곡 람사르 습지가 조성되어 있다.주변에는 선운산, 운곡저수지, 운곡 람사르 습지, 서해 줄포만 외에 용오정사, 고창 고인돌 유적 및 공원, 고창 용산리 분청사기 요지, 미당 서정주 생가 및 미당시문학관 등이 있어 연계하여 관광할 수 있다.",전북특별자치도 고창군 아산면 주진리 ,"['#고창가볼만한곳', '#고창여행', '#고창하천', '#관광지', '#자연', '#주진천', '#하천']"
흥성동헌,"흥성동헌은 선운산IC 인근 고창 흥덕면 소재지에 위치한 조선시대 관아 건물이다.이 건물은 본래 흥덕객사로 알려졌었다. 그러나 1983년 해체보수하는 과정에 상량문이 발견되어, 이를 통해 동헌이었음이 밝혀졌다. 상량문에는 흥성읍성의 동헌을 1807년(순조 7)에 이전하였다고 적혀 있다. 흥성은 흥덕의 옛 지명인데, 1914년에 무장면과 함께 고창군에 통폐합되었다. 흥성동헌은 홑처마지붕을 얹은 정면 5칸, 측면 3칸으로 그 규모가 아담하다. 건물의 양쪽 끝에는 온돌방, 정면 세 칸은 마루를 깔았다. 보통 국왕의 위패를 봉안하고 국왕이 있는 수도를 향해 예를 갖추는 정당과 함께 좌우에 여러 물품을 보관하는 익실을 따로 두는데 흥성동헌은 한 건물 안에서 모든 업무를 해결하였다. 1976년에는 가치를 인정받아 전북특별자치도 유형문화재로 지정되었다. 주변에는 서해 줄포만, 동림저수지, 선운산, 선운사 등이 있어 연계하여 관광할 수 있다.",전북특별자치도 고창군 흥덕면 동헌길 4 (흥덕면),"['#고창흥성동헌', '#관광지', '#문화재', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐방', '#유형문화재', '#전북특별자치도유형문화재']"
